Metrics,LoadPoint,Link,Number of slots,Slot, ,rep0
Utilization,0,all, - , - , ,2.217076153879371


Utilization Per Link,0,<4-11>, - , - , ,3.202485826591803
Utilization Per Link,0,<14-12>, - , - , ,0.43990238033561896
Utilization Per Link,0,<6-14>, - , - , ,1.8673036397506673
Utilization Per Link,0,<12-11>, - , - , ,2.0723733734186007
Utilization Per Link,0,<12-14>, - , - , ,0.441028157506734
Utilization Per Link,0,<14-13>, - , - , ,2.911967936711078
Utilization Per Link,0,<6-10>, - , - , ,1.8584557834468673
Utilization Per Link,0,<11-4>, - , - , ,3.190009116816996
Utilization Per Link,0,<1-2>, - , - , ,1.2739664496228014
Utilization Per Link,0,<2-1>, - , - , ,1.0958417609894944
Utilization Per Link,0,<1-3>, - , - , ,0.6375054800528572
Utilization Per Link,0,<3-1>, - , - , ,0.7773361215189015
Utilization Per Link,0,<2-3>, - , - , ,2.040989734864438
Utilization Per Link,0,<3-2>, - , - , ,2.124855588158026
Utilization Per Link,0,<2-4>, - , - , ,3.5694594177195165
Utilization Per Link,0,<4-2>, - , - , ,3.4837114777199636
Utilization Per Link,0,<13-9>, - , - , ,2.4260610751861638
Utilization Per Link,0,<12-9>, - , - , ,2.749773076003121
Utilization Per Link,0,<14-6>, - , - , ,1.7445753706510063
Utilization Per Link,0,<1-8>, - , - , ,2.0016770206449457
Utilization Per Link,0,<3-6>, - , - , ,2.7565785540619365
Utilization Per Link,0,<4-5>, - , - , ,2.939105966782625
Utilization Per Link,0,<5-4>, - , - , ,2.9293972440332494
Utilization Per Link,0,<6-3>, - , - , ,2.8688754184776672
Utilization Per Link,0,<8-1>, - , - , ,1.9855447421378725
Utilization Per Link,0,<10-9>, - , - , ,2.507458912059287
Utilization Per Link,0,<5-6>, - , - , ,0.7661316557732816
Utilization Per Link,0,<6-5>, - , - , ,0.767109222429903
Utilization Per Link,0,<10-7>, - , - , ,1.2114259719604286
Utilization Per Link,0,<5-7>, - , - , ,3.337138627893383
Utilization Per Link,0,<7-5>, - , - , ,3.329817838071188
Utilization Per Link,0,<10-6>, - , - , ,2.073203352297657
Utilization Per Link,0,<13-11>, - , - , ,2.0113045389787456
Utilization Per Link,0,<7-8>, - , - , ,2.865767356820687
Utilization Per Link,0,<8-7>, - , - , ,2.9028167470422255
Utilization Per Link,0,<8-9>, - , - , ,3.352570705133096
Utilization Per Link,0,<9-8>, - , - , ,3.2445809129765117
Utilization Per Link,0,<13-14>, - , - , ,2.7941429446816586
Utilization Per Link,0,<11-13>, - , - , ,1.9288292490342922
Utilization Per Link,0,<11-12>, - , - , ,2.077858719260248
Utilization Per Link,0,<9-10>, - , - , ,2.5553992841055004
Utilization Per Link,0,<7-10>, - , - , ,1.28743168616105
Utilization Per Link,0,<9-13>, - , - , ,2.424136518073407
Utilization Per Link,0,<9-12>, - , - , ,2.7254458147343987


Utilization Per Slot,0,all, - ,1, ,-3.579476161318256
Utilization Per Slot,0,all, - ,2, ,-2.1478889569240693
Utilization Per Slot,0,all, - ,3, ,-2.0297648378085587
Utilization Per Slot,0,all, - ,4, ,-2.1047600371013147
Utilization Per Slot,0,all, - ,5, ,-2.15337897326459
Utilization Per Slot,0,all, - ,6, ,-2.2121912601765934
Utilization Per Slot,0,all, - ,7, ,-2.358335205307227
Utilization Per Slot,0,all, - ,8, ,-2.2549755254509947
Utilization Per Slot,0,all, - ,9, ,-2.1816189071778727
Utilization Per Slot,0,all, - ,10, ,-2.157028416563708
Utilization Per Slot,0,all, - ,11, ,-2.2948105260488187
Utilization Per Slot,0,all, - ,12, ,-2.1388527577798633
Utilization Per Slot,0,all, - ,13, ,-2.1688182289194606
Utilization Per Slot,0,all, - ,14, ,-2.0484087919971303
Utilization Per Slot,0,all, - ,15, ,-2.2989844239694786
Utilization Per Slot,0,all, - ,16, ,-2.199494748207434
Utilization Per Slot,0,all, - ,17, ,-2.4300944561795066
Utilization Per Slot,0,all, - ,18, ,-2.2407518451020105
Utilization Per Slot,0,all, - ,19, ,-2.4632809301415572
Utilization Per Slot,0,all, - ,20, ,-2.490529019822392
Utilization Per Slot,0,all, - ,21, ,-2.2723296292404735
Utilization Per Slot,0,all, - ,22, ,-2.3848255984579767
Utilization Per Slot,0,all, - ,23, ,-2.49477311676407
Utilization Per Slot,0,all, - ,24, ,-2.4365627298451815
Utilization Per Slot,0,all, - ,25, ,-2.571454904148898
Utilization Per Slot,0,all, - ,26, ,-2.441543690059094
Utilization Per Slot,0,all, - ,27, ,-2.339632374520382
Utilization Per Slot,0,all, - ,28, ,-2.7090961626950625
Utilization Per Slot,0,all, - ,29, ,-2.3297990768149393
Utilization Per Slot,0,all, - ,30, ,-2.584269169314604
Utilization Per Slot,0,all, - ,31, ,-2.4071941768326925
Utilization Per Slot,0,all, - ,32, ,-2.2587608378230515
Utilization Per Slot,0,all, - ,33, ,-2.4611441625211503
Utilization Per Slot,0,all, - ,34, ,-2.380084673606255
Utilization Per Slot,0,all, - ,35, ,-2.299065945413241
Utilization Per Slot,0,all, - ,36, ,-2.5767433813645604
Utilization Per Slot,0,all, - ,37, ,-2.500364129115474
Utilization Per Slot,0,all, - ,38, ,-2.6394012159376232
Utilization Per Slot,0,all, - ,39, ,-2.411936007478234
Utilization Per Slot,0,all, - ,40, ,-2.3627554791468146
Utilization Per Slot,0,all, - ,41, ,-2.198772377636313
Utilization Per Slot,0,all, - ,42, ,-2.250208785475415
Utilization Per Slot,0,all, - ,43, ,-2.206433581762385
Utilization Per Slot,0,all, - ,44, ,-2.3788931018365878
Utilization Per Slot,0,all, - ,45, ,-2.0629585581211662
