Metrics,LoadPoint,Bandwidth,src,dest, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Blocking probability per pair,2,all,1,9, ,0.43478260869565216,0.3768939393939394,0.39526411657559196,0.4209558823529412,0.4463276836158192,0.3946360153256705,0.39473684210526316,0.48175182481751827,0.39317773788150806,0.45588235294117646
Blocking probability per pair,2,all,9,3, ,0.8558875219683656,0.8397790055248618,0.8817005545286506,0.8262476894639557,0.8261648745519713,0.8090737240075614,0.8573943661971831,0.8366247755834829,0.8929889298892989,0.857685009487666
Blocking probability per pair,2,all,6,7, ,0.06554307116104868,0.04965753424657534,0.047038327526132406,0.05415162454873646,0.08897485493230174,0.08860759493670886,0.09230769230769231,0.06082289803220036,0.06405693950177936,0.07432432432432433
Blocking probability per pair,2,all,14,4, ,0.7889908256880734,0.8214936247723132,0.806049822064057,0.7755102040816326,0.7311233885819521,0.8513761467889909,0.809009009009009,0.7400793650793651,0.8157894736842105,0.85625
Blocking probability per pair,2,all,7,14, ,0.933456561922366,0.945518453427065,0.9216354344122658,0.9486238532110092,0.9438775510204082,0.9559859154929577,0.9531531531531532,0.9391447368421053,0.9372759856630825,0.9459459459459459
Blocking probability per pair,2,all,11,13, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,1,11, ,0.7438330170777988,0.7549019607843137,0.8057692307692308,0.789198606271777,0.806949806949807,0.7953216374269005,0.7195357833655706,0.8064516129032258,0.7329650092081031,0.7571157495256167
Blocking probability per pair,2,all,6,8, ,0.9421641791044776,0.9128919860627178,0.916015625,0.944015444015444,0.925686591276252,0.9154411764705882,0.9152542372881356,0.9313380281690141,0.9092558983666061,0.8876190476190476
Blocking probability per pair,2,all,7,12, ,0.8981481481481481,0.8537906137184116,0.8666666666666667,0.8784530386740331,0.8727569331158238,0.8231173380035026,0.85,0.8608247422680413,0.884469696969697,0.8954954954954955
Blocking probability per pair,2,all,12,14, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,9,5, ,0.9032258064516129,0.8881118881118881,0.8771266540642723,0.8972972972972973,0.8403846153846154,0.8818737270875764,0.8555758683729433,0.9003623188405797,0.8949343339587242,0.8845437616387337
Blocking probability per pair,2,all,4,3, ,0.040421792618629174,0.060836501901140684,0.024822695035460994,0.028517110266159697,0.04936014625228519,0.0273224043715847,0.06422018348623854,0.039655172413793106,0.05137614678899083,0.04332129963898917
Blocking probability per pair,2,all,7,9, ,0.43933823529411764,0.4148550724637681,0.46760070052539404,0.4078014184397163,0.4007220216606498,0.3631484794275492,0.4029038112522686,0.42,0.39015151515151514,0.45542635658914726
Blocking probability per pair,2,all,11,12, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,9,14, ,0.014787430683918669,0.00929368029739777,0.0074487895716946,0.027472527472527472,0.012345679012345678,0.030560271646859084,0.02877697841726619,0.01107011070110701,0.01391304347826087,0.017110266159695818
Blocking probability per pair,2,all,6,1, ,0.18214936247723132,0.16279069767441862,0.17636363636363636,0.11153846153846154,0.11190053285968028,0.09040590405904059,0.17005545286506468,0.07969639468690702,0.18271119842829076,0.176056338028169
Blocking probability per pair,2,all,10,1, ,0.9477611940298507,0.9198664440734557,0.9333333333333333,0.9403254972875226,0.9579524680073126,0.9379432624113475,0.9450354609929078,0.9212121212121213,0.9242957746478874,0.9205526770293609
Blocking probability per pair,2,all,14,1, ,0.9780621572212066,0.9508506616257089,0.933993399339934,0.953405017921147,0.9486238532110092,0.9653979238754326,0.9305816135084428,0.9590747330960854,0.9357638888888888,0.9596928982725528
Blocking probability per pair,2,all,1,8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blocking probability per pair,2,all,2,11, ,0.5567970204841713,0.5692041522491349,0.5291970802919708,0.5606617647058824,0.5266055045871559,0.6051660516605166,0.5901060070671378,0.5291005291005291,0.5359848484848485,0.5150976909413855
Blocking probability per pair,2,all,2,12, ,0.8870370370370371,0.8805147058823529,0.8910034602076125,0.8923933209647495,0.8824593128390597,0.860236220472441,0.8923357664233577,0.8857142857142857,0.8683760683760684,0.8626760563380281
Blocking probability per pair,2,all,1,5, ,0.5950266429840142,0.5827464788732394,0.5667244367417678,0.5940766550522648,0.5433526011560693,0.5571955719557196,0.5654362416107382,0.5890652557319224,0.5836298932384342,0.5383177570093458
Blocking probability per pair,2,all,9,8, ,0.016697588126159554,0.0057251908396946565,0.005504587155963303,0.010889292196007259,0.001838235294117647,0.0053475935828877,0.0069084628670120895,0.016245487364620937,0.005226480836236934,0.011214953271028037
